,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
10,1173,1174,2021-11-16 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",TECSURGE  INC.,.,PH - Philippines,.,.,.,.,UPS-BROKERAGE SINGAPORE,,Singapore,644.7,692.6,USD,2.0,Kg.,2.5,Kg.,0.0,,PANBIO COVID 19 ANTIGEN SELF TEST 5PCS,1,,FCA,,,,PORT OF CLARK,,,,0,,,,,,,,,,,1174,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,panbio,{'panbio': 20},singapore,{'singapore': '1ea'},6.666666666666667,0.5,6.666666666666667,1213,579,1213
11,1328,1329,2021-11-15 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",KHEALTH CORPORATION,"NKTI COMPOUND EAST AVENUE DILIMAN, QUEZON CITY",PH - Philippines,8475017,.,BHINGNG@HOTMAIL.COM,.,CAREBRIDGE LTD,,South Korea,10632.7,10859.2,USD,4.31,Kg.,4.31,Kg.,0.0,," """"CAREBRIDGE"""" SD BIOSENSOR COVID-19 AG HOME TEST , FPSMA PRODUCTION KITS FOR GE TRACERLAB MX",1,PACKAGE,DAP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1329,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"biosensor,sd | biosensor,sd",{'biosensor_sd': 20} | {'biosensor_sd': 20},,,6.666666666666667,0.0,6.666666666666667,815 | 810,,815 | 810
12,1396,1397,2021-11-15 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",LABX CORPORATION,.,PH - Philippines,.,.,.,.,LANSION BIOTECHNOLOGY CO LTD,,China,13200.0,14586.4,USD,146.0,Kg.,161.0,Kg.,0.0,,15 CARTONS 12000 TESTS COVID 19 ANTIGEN TEST KIT (DRY FLUORESCENCE IMMUNOASSAY),17,PACKAGE,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1397,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"fluorescence,antigen,immunoassay,dry","{'antigen': 4, 'immunoassay': 4, 'fluorescence,dry': '1ea'}","lansion,biotechnology","{'lansion': 20, 'biotechnology': '1ea'}",10.0,21.0,62.0,191,191,191
13,1435,1436,2021-11-13 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MULTI GLOBAL TRADEX INC,.,PH - Philippines,.,.,.,.,RAPIGEN INC,,South Korea,338.4,455.2,USD,36.89,Kg.,36.9,Kg.,0.0,,(TEST KITS) RAPIGEN BIOCREDIT COVID-19 2000EA,3,,FCA,,,,PORT OF CLARK,,,,0,,,,,,,,,,,1436,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,biocredit | biocredit,{'biocredit': 20} | {'biocredit': 20},rapigen | rapigen | rapigen,{'rapigen': 20} | {'rapigen': 20} | {'rapigen': 20},10.0,20.0,60.0,87 | 1042,87 | 89 | 88,87
14,1438,1439,2021-11-13 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes","6 ANAHOW ROAD, NORTH FORBES PARK",.,PH - Philippines,.,.,.,.,RUBEN LACAP,,United States,300.0,437.0,USD,3.22,Kg.,3.22,Kg.,0.0,,400 MEDICAL SUPPLIES - COVID TEST KITS,1,PACKAGE,FCA,,,,PORT OF CLARK,,,,0,,,,,,,,,,,1439,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,medical | medical,{'medical': '1ea'} | {'medical': '1ea'},,,0.25,0.0,0.25,882 | 741,,882 | 741
15,1577,1578,2021-11-12 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,HUMASIS CO LTD,,South Korea,16500.0,18879.6,USD,340.0,Kg.,429.0,Kg.,0.0,,600PCS RAPID TEST KIT (PLASTIC DEVICE) HUMASIS COVID-19 AG TEST (25T/KIT),42,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1578,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,humasis","{'humasis': 20, 'ag': 4}","humasis,co","{'humasis': 20, 'co': '1ea'}",24.0,21.0,88.0,325,903,325
16,1590,1591,2021-11-12 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SPARTI LOGISTICS CORP.,"UNIT 2K 8005 DON JESUS BLVD., OMNI ARCADE ALABANG HILLS CUPANG, MUNTINLUPA CITY",PH - Philippines,024041209,.,SPARTILOGISTICSCORPORATION@GMAIL.COM,.,RAPIGEN INC.,,South Korea,39432.0,42599.0,USD,362.7,Kg.,382.0,Kg.,0.0,,"24,800TEST BIOCREDIT COVID 19 AG 1240KIT/20TEST/KIT",31,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1591,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,biocredit | ag,biocredit","{'biocredit': 20, 'ag': 4} | {'biocredit': 20, 'ag': 4}",rapigen | rapigen | rapigen,{'rapigen': 20} | {'rapigen': 20} | {'rapigen': 20},24.0,20.0,88.0,87 | 1042,87 | 89 | 88,87
17,1606,1607,2021-11-12 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,LEPU INTERNATIONAL HOLDINGS CO LTD,,China,6250.0,6807.7,USD,37.5,Kg.,56.0,Kg.,0.0,,"2,500PCS NEW CORONA VIRUS (SARS-COV-2) N PROTEIN DETECTION KIT ( FLUORESCENCE IMMUNO CHROMATOGRAPHY)",4,PACKAGE,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1607,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"n,detection,protein,new,fluorescence","{'new': 20, 'detection': 1, 'n,protein,fluorescence': '1ea'}",lepu | lepu | lepu,{'lepu': 20} | {'lepu': 20} | {'lepu': 20},8.0,5.0,10.285714285714286,436,10 | 814 | 619,814
18,1616,1617,2021-11-12 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",LABX CORP,.,PH - Philippines,.,.,.,.,CO DRAGON WELL TRANSPORATION LTD,,Hong Kong,500.0,730.0,USD,14.3,Kg.,14.3,Kg.,0.0,,500 BOX SARS-COV-2 ANTIGEN TEST KIT,2,PACKAGE,CFR,,,,PORT OF CLARK,,,,0,,,,,,,,,,,1617,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,antigen | antigen,{'antigen': 4} | {'antigen': 4},well | well,{'well': 4} | {'well': 4},4.0,1.3333333333333333,5.0,44 | 187,476 | 477,520
19,1700,1701,2021-11-11 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",UC BIOSCIENCES INC.,"U-1904 THE ORIENT SQUARE F ORTIGAS JR RD ORTIGAS CENTER SAN ANTONIO, PASIG",PH - Philippines,7982408,.,UCBIOSCIENCES03@GMAIL.COM,.,HANGZHOU BIOTEST BIOTECH CO LTD,,China,65000.0,71626.5,USD,596.1,Kg.,660.0,Kg.,0.0,,"28 CARTONS OF COVID-19 ANTIGEN RAPID TEST CASSETTE (NASOPHARYNGEAL SWAB) QUANTITY 50,000 PCS",28,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1701,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"nasopharyngeal,cassette,rapid,swab,antigen","{'nasopharyngeal': 4, 'rapid': 4, 'swab': 4, 'antigen': 4, 'cassette': 1}","biotest,hangzhou,biotech | biotest,hangzhou,biotech","{'biotest_biotech': 20, 'hangzhou': 20} | {'biotest_biotech': 20, 'hangzhou': 20}",17.0,40.0,82.0,181,394 | 414,414
20,1782,1783,2021-11-11 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ECO APPLICATION SOLUTIONS PHILS INC,"3/F PAIR-PAGS CENTER,NAIA AVE,PASAY CITY,PASAY",PH - Philippines,.,.,.,.,"NANJING LIMING BIO-PRODUCTS CO., LTD. ",,China,10750.0,11797.5,USD,112.0,Kg.,121.0,Kg.,0.0,,LIMING STRONGSTEP SARS COV-2 ANTIGEN RAPID TEST 3002150050 (5000 PCS),9,PACKAGE,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1783,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"antigen,strongstep","{'strongstep': 20, 'antigen': 4}","liming,nanjing","{'liming': 4, 'nanjing': '1ea'}",24.0,2.5,53.0,696,696,696
21,1906,1907,2021-11-10 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,BODITECH MED INC,,South Korea,1295.0,1903.9,USD,98.45,Kg.,102.59,Kg.,0.0,,100PCS AFIAS COVID-19 AG 24T/BOX,8,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1907,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,afias | ag,afias","{'afias': 20, 'ag': 4} | {'afias': 20, 'ag': 4}","med,boditech | med,boditech","{'boditech': 20, 'med': '1ea'} | {'boditech': 20, 'med': '1ea'}",12.0,21.0,52.0,29 | 28,30 | 329,30
22,1910,1911,2021-11-10 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",CRESTLINE SCIENTIFIC CORP.,"2902 FINLANDIA COR. COPERNICO STS., SAN ISIDRO, MAKATI CITY",PH - Philippines,8875777,.,CREST2934@YAHOO.COM,.,MIDA SOLUTIONS LIMITED,,Hong Kong,1250.0,1475.0,USD,14.0,Kg.,14.0,Kg.,0.0,," """"Nantong Diagnos"""" Covid-19 Antigen test kit  2019-nCoV ",1,PACKAGE,DAP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1911,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"nantong,antigen,diagnos","{'nantong': 20, 'antigen': 4, 'diagnos': '1ea'}","limited | limited | limited | limited | limited,solutions","{'limited': '1ea'} | {'limited': '1ea'} | {'limited': '1ea'} | {'limited': '1ea'} | {'limited,solutions': '1ea'}",6.25,0.5,6.25,1006,949 | 834 | 842 | 847 | 1435,1006
23,1928,1929,2021-11-10 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,IMPERIAL LIFE SCIENCES PVT LTD,,India,61075.0,65815.0,USD,700.0,Kg.,825.0,Kg.,0.0,,"50,000 TESTS BIOCREDIT COVID-19 AG,RAPID ANTIGEN TEST KITS WITH 20 TEST/KIT",63,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1929,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,biocredit | biocredit,{'biocredit': 20} | {'biocredit': 20},"life,sciences | life,sciences",{'life_sciences': 4} | {'life_sciences': 4},10.0,2.0,10.0,87 | 1042,27 | 41,87 | 1042
24,1934,1935,2021-11-10 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIAGNOSTICS CORP,,India,6564.6,7046.3,USD,14.04,Kg.,18.14,Kg.,0.0,,09211101190 KIT COBAS LIAT SARS-VOC-2/FLU,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,1935,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",0.5,21.0,43.0,131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
