NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,source_data_row,source_file_name
2206,2021-01-21 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,"ORTHO CLINICAL DIAGNOSTICS, INC.",,United Kingdom,0.0,136850.0,INR,0.0,,0.0,,40.98,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS)(DIAGNOSTIC KITS) (85EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,8808,INDIA ALL 2021 HS 382200 JANUARY.xlsx
5282,2021-01-18 03:00:00,38220090,Other,OSCAR MEDICARE PVT. LTD,"C-59/1, Okhla Indl. Areaphase Ii",IN - New Delhi,.,.,oscarmedicare@gmail.com,.,"BEIJING SBS GENETECH CO., LTD.",,China,0.0,677.0,USD,0.0,,0.0,,12.0,NOS,DEOXYNUCLEOTIDE (FOR MANUFACTURING OF COVID RT PCR TEST KIT),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,11884,INDIA ALL 2021 HS 382200 JANUARY.xlsx
5887,2021-01-16 03:00:00,38220090,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United States,0.0,14148.0,INR,0.0,,0.0,,0.21,KGS,ANTI-SARS-COV-2 TOTALCALIBRATORROW (DIAGNOSTIC KITS) (2 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S/3G,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,12489,INDIA ALL 2021 HS 382200 JANUARY.xlsx
5949,2021-01-16 03:00:00,38220090,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United States,0.0,19355.0,INR,0.0,,0.0,,1.5,KGS,SARS-COV-2 AG EXTRACTIONBUFFER (DIAGNOSTIC KITS)(1 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S/3GEN342,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,12551,INDIA ALL 2021 HS 382200 JANUARY.xlsx
6039,2021-01-16 03:00:00,38220090,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United States,0.0,96775.0,INR,0.0,,0.0,,7.5,KGS,SARS-COV-2 AG EXTRACTIONBUFFER (DIAGNOSTIC KITS)(5 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S/3GEN342,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,12641,INDIA ALL 2021 HS 382200 JANUARY.xlsx
6741,2021-01-16 03:00:00,38220090,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United States,0.0,90508.0,INR,0.0,,0.0,,0.43,KGS,SARS-COV-2 AG CONTROLS (DIAGNOSTIC KITS) (4 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S/3GEN342/19-20&,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,13343,INDIA ALL 2021 HS 382200 JANUARY.xlsx
6872,2021-01-16 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,"ORTHO CLINICAL DIAGNOSTICS, INC.",,United Kingdom,0.0,136850.0,INR,0.0,,0.0,,40.98,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS)(DIAGNOSTIC KITS) (85EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,13474,INDIA ALL 2021 HS 382200 JANUARY.xlsx
7073,2021-01-16 03:00:00,38220090,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United States,0.0,45254.0,INR,0.0,,0.0,,0.21,KGS,SARS-COV-2 AG CONTROLS (DIAGNOSTIC KITS) (2 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S/3GEN342/19-20&,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,13675,INDIA ALL 2021 HS 382200 JANUARY.xlsx
7215,2021-01-15 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,"ORTHO CLINICAL DIAGNOSTICS, INC.",,United Kingdom,0.0,42000.0,INR,0.0,,0.0,,8.13,KGS,ANTI-SARS-COV-2 IGG CONTROL (NONUS)(DIAGNOSTIC KITS)(10 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S/3G,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,13817,INDIA ALL 2021 HS 382200 JANUARY.xlsx
7665,2021-01-15 03:00:00,38220090,Other,INBIOS INDIA.,"14/122, Ist Floor Subash Nagar, 110027",IN - New Delhi,.,.,.,.,INBIOS INTERNATIONAL INC.,,United States,0.0,1050.0,USD,0.0,,0.0,,10.0,PCS,SCOV-2 DETECT IGM ELISA (EUA) (COVID-19 ELISA TESTING KITS,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,14267,INDIA ALL 2021 HS 382200 JANUARY.xlsx
7707,2021-01-15 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,"ORTHO CLINICAL DIAGNOSTICS, INC.",,United Kingdom,0.0,16100.0,INR,0.0,,0.0,,8.13,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS)(DIAGNOSTIC KITS)(10 EA)DUTY PAID UNDER PROTEST VIDE FILE NO.S,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,14309,INDIA ALL 2021 HS 382200 JANUARY.xlsx
8081,2021-01-15 03:00:00,38220019,Other,CEPHEID INDIA PRIVATE LIMITED,"573, 3Rd Floor, Main Road, Chiragh Delhi, 201301",IN - India,.,.,deepak.sood@cepheid.com,www.cepheid.com,CEPHEID US,,Sweden,0.0,154260.0,USD,0.0,,0.0,,1500.0,NOS,DIAGNOSTICS REAGENTS- XPRSARS COV-2 10 TEST KIT( URGENT MEDICAL SUPPLIES),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,14683,INDIA ALL 2021 HS 382200 JANUARY.xlsx
646,2021-01-13 03:00:00,38220090,Other,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.,Illumina Inc.,5200 Illumina Way San Diego   US,United States,0.0,47722.0,USD,0.0,,0.0,,1.0,NOS,ILLUMINA COVIDSEQ TEST 3072 SPL(PART NO.20043675)(LAB REAGENTS FOR RESEARCH USE ONLY),0,,,,,,Noida Special Economic Zone (INNDA6),,,,0,,,,,,,,,,,16375,INDIA ALL 2021 HS 382200 JANUARY.xlsx
1612,2021-01-13 03:00:00,38220090,Other,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.,Illumina Inc.,5200 Illumina Way Dan Diego   US,United States,0.0,50394.0,USD,0.0,,0.0,,1.0,NOS,ILLUMINA COVIDSEQ TEST 3072 SPL(PART NO.20043675)(LAB REAGENTS FOR RESEARCH USE ONLY),0,,,,,,Noida Special Economic Zone (INNDA6),,,,0,,,,,,,,,,,17341,INDIA ALL 2021 HS 382200 JANUARY.xlsx
2124,2021-01-12 03:00:00,38220019,Other,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502, Vikas Deep 189, Laxmi Nagar District Centre",IN - Delhi,.,.,arvind.singh@alere.com,www.alere.com,Abbott Rapid Dx North America LLC,,United States,0.0,601927.0,USD,0.0,,0.0,,1260.0,NOS,190000-ID NOW COVID-19 TEST KIT 24T (EUA,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,17853,INDIA ALL 2021 HS 382200 JANUARY.xlsx
2130,2021-01-12 03:00:00,38220019,Other,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502, Vikas Deep 189, Laxmi Nagar District Centre",IN - Delhi,.,.,arvind.singh@alere.com,www.alere.com,Abbott Rapid Dx North America LLC,,United States,0.0,191088.0,USD,0.0,,0.0,,400.0,NOS,190000-ID NOW COVID-19 TEST KIT 24T (EUA,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,17859,INDIA ALL 2021 HS 382200 JANUARY.xlsx
2170,2021-01-12 03:00:00,38220019,Other,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502, Vikas Deep 189, Laxmi Nagar District Centre",IN - Delhi,.,.,arvind.singh@alere.com,www.alere.com,Abbott Rapid Dx North America LLC,,United States,0.0,478.0,USD,0.0,,0.0,,1.0,NOS,190000-ID NOW COVID-19 TEST KIT 24T (EUA) - FOC,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,17899,INDIA ALL 2021 HS 382200 JANUARY.xlsx
2326,2021-01-12 03:00:00,38220090,Other,ADVY CHEMICAL PVT.LTD.,"Bombay Mutual Terrace, 534, Sandhurstroad Bridge, Opera House,","IN - Bombay,",65772128,.,advichem@hathway.com,www.hathway.com,ABNOVA (TAIWAN) CORPORATION,,Taiwan,0.0,30.0,USD,0.0,,0.0,,1.0,NOS,COVID-19 AG DISPOSAL TEST TUBES(QTY: 1BAG=450PCS)(DIAGNOSTICREAGENTS),0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,18055,INDIA ALL 2021 HS 382200 JANUARY.xlsx
3941,2021-01-11 03:00:00,38220019,Other,CEPHEID INDIA PRIVATE LIMITED,"573, 3Rd Floor, Main Road, Chiragh Delhi, 201301",IN - India,.,.,deepak.sood@cepheid.com,www.cepheid.com,CEPHEID US,,Sweden,0.0,156347.0,USD,0.0,,0.0,,1469.0,NOS,DIAGNOSTICS REAGENTS- XPRSARS COV-2 10 TEST KIT (URGENT MEDICAL SUPPLYES),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,19670,INDIA ALL 2021 HS 382200 JANUARY.xlsx
4515,2021-01-08 03:00:00,38220019,Other,CEPHEID INDIA PRIVATE LIMITED,"573, 3Rd Floor, Main Road, Chiragh Delhi, 201301",IN - India,.,.,deepak.sood@cepheid.com,www.cepheid.com,CEPHEID US,,Sweden,0.0,159646.0,USD,0.0,,0.0,,1500.0,NOS,DIAGNOSTICS REAGENTS- XPRSARS COV-2 10 TEST KIT (URGENT MEDICAL SUPPLYES),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,20244,INDIA ALL 2021 HS 382200 JANUARY.xlsx
6713,2021-01-05 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United Kingdom,0.0,458850.0,INR,0.0,,0.0,,7.86,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS) (DIAGNOSTIC KITS) (57EA)DUTY PAID UNDER PROTEST VIDE FILE NO.,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,22442,INDIA ALL 2021 HS 382200 JANUARY.xlsx
7616,2021-01-04 03:00:00,38220090,Other,AGAPPE DIAGNOSTICS LIMITED,"212/213, Vora Plaza, B-Wing, Navghar, Vasai (East)","IN - Dist. Thane, Maharashtra",.,.,compliance@agappe.in,www.agappe.in,VIRCELL SL,,Spain,0.0,450.0,EUR,0.0,,0.0,,1.0,NOS,AMPLIRUN TOTAL SARS-COV-2 CONTROL (SWAB) (CONTROL VIALS TO TEST REAGENTS),0,,,,,,COCHIN AIR CARGO ACC (INCOK4),,,,0,,,,,,,,,,,23345,INDIA ALL 2021 HS 382200 JANUARY.xlsx
8284,2021-01-02 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE.,,United Kingdom,0.0,120750.0,INR,0.0,,0.0,,2.15,KGS,ANTI-SARS-COV-2 TOTALCALIBRATOR (NONUS)(DIAGNOSTIC KITS) (15EA)DUTY PAID UNDER PROTEST VIDE FILE NO.,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,24013,INDIA ALL 2021 HS 382200 JANUARY.xlsx
8451,2021-01-02 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,China,0.0,30.0,USD,0.0,,0.0,,300.0,MGS,"CONJUGATE BUFFER POWDER, FPCVCBP (DIAGNOSTICS REAGENT FOR MFG. COVID 19 TEST KIT)",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,24180,INDIA ALL 2021 HS 382200 JANUARY.xlsx
8471,2021-01-02 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,China,0.0,640000.0,USD,0.0,,0.0,,3200.0,MGS,"MONOCLONAL ANTIBODY, FPZ0546 (DIAGNOSTICS REAGENT FOR MFG. COVID 19 TEST KIT)",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,24200,INDIA ALL 2021 HS 382200 JANUARY.xlsx
8858,2021-01-02 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,China,0.0,120000.0,USD,0.0,,0.0,,600.0,MGS,"MONOCLONAL ANTIBODY, FPZ0573 (DIAGNOSTICS REAGENT FOR MFG. COVID 19 TEST KIT)",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,24587,INDIA ALL 2021 HS 382200 JANUARY.xlsx
8955,2021-01-02 03:00:00,38220019,Other,CEPHEID INDIA PRIVATE LIMITED,"573, 3Rd Floor, Main Road, Chiragh Delhi, 201301",IN - India,.,.,deepak.sood@cepheid.com,www.cepheid.com,CEPHEID US,,Sweden,0.0,165572.0,USD,0.0,,0.0,,1610.0,NOS,DIAGNOSTICS REAGENTS- XPRSARS COV-2 10 TEST KIT (URGENT MEDICAL SUPPLYES),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,24684,INDIA ALL 2021 HS 382200 JANUARY.xlsx
9129,2021-01-01 03:00:00,38220090,Other,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.,Illumina Inc.,5200 Illumina Way San Diego   US,United States,0.0,90574.3,USD,0.0,,0.0,,1.0,NOS,ILLUMINA COVID SEQ TEST 3072 SPL(PART NO.20043675)(LAB REAGENTS FOR RESEARCH USE ONLY),0,,,,,,Noida Special Economic Zone (INNDA6),,,,0,,,,,,,,,,,24858,INDIA ALL 2021 HS 382200 JANUARY.xlsx
9354,2021-01-01 03:00:00,38220090,Other,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.,Illumina Inc.,5200 Illumina Way San Diego   US,United States,0.0,40045.2,USD,0.0,,0.0,,1.0,NOS,ILLUMINA COVID SEQ TEST 3072 SPL(PART NO.20043675)(LAB REAGENTS FOR RESEARCH USE ONLY),0,,,,,,Noida Special Economic Zone (INNDA6),,,,0,,,,,,,,,,,25083,INDIA ALL 2021 HS 382200 JANUARY.xlsx
234,2021-02-27 03:00:00,38220090,Other,PREMAS LIFE SCIENCES PRIVATE LIMITED,"Plot No.153, Okhla Industrial Area, Phase-Iii New Delhi, Na",IN - India,.,.,pawangupta007@ymail.com,.,GENSCRIPT USA INC.,"860 CENTENNIAL AVE. PISCATAWAY, NJ 08854 UNITED STATES",China,0.0,34650.0,USD,0.0,,0.0,,50.0,NOS,LABORATORY REAGENT SARS-COV-2 SURROGATE VIRUS NEUTRALIZATIONTEST KIT (LAB REAGENT FOR RESEARCH USE),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,234,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
1560,2021-02-26 03:00:00,38220019,Other,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502, Vikas Deep 189, Laxmi Nagar District Centre",IN - Delhi,.,.,arvind.singh@alere.com,www.alere.com,Abbott Rapid Dx North America LLC,,United States,0.0,162425.0,USD,0.0,,0.0,,340.0,NOS,190000-ID NOW COVID-19 TEST KIT 24T (EUA,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1560,INDIA ALL 2021 HS 382200 FEBRUARY.xlsx
