,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
10,236,237,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,100013.0,USD,0.0,,0.0,,500064.0,NOS,"ANSTART ONE-STEP RT-PCR MIX (LYOPHILIZED), NCK013-F100-E (DIGNOSTICS REAGENT FOR MFG. COVID 19 TEST ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,237,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,"step,one,lyophilized","{'step_one': 20, 'lyophilized': '1ea'}","international,limited","{'international,limited': '1ea'}",21.0,0.6666666666666666,40.333333333333336,1374,344,1400
11,237,238,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,108125.0,USD,0.0,,0.0,,432500.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1021014,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,238,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},4.0,20.0,44.0,160 | 152,462 | 463 | 900,462
12,289,290,2021-04-30 03:00:00,38220090,Other,VOXTUR BIO LIMITED,"Plot No. A-1 Royal Compound Vill Kaman Tamanmal Kaman Bhivandi Road,",IN - India,.,.,info@voxturbio.com,www.voxturbio.com,ARTRON BIORESEARCH INC,,Canada,0.0,4.0,USD,0.0,,0.0,,0.0,KGS,DIAGNOSTIC REAGENTS - A141-AB4 COVID-19 N MAB4-COATING ANTIBODY TO COVID-19 NUCLEOPROTEIN (2 MG),0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,290,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,reagents | antibody | antibody,{'reagents': 4} | {'antibody': 4} | {'antibody': 4},"bioresearch,artron","{'bioresearch,artron': '1ea'}",2.0,1.0,2.0,66 | 356 | 1099,56,66 | 356 | 1099
13,309,310,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,500.0,USD,0.0,,0.0,,2000.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1020954,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,310,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},4.0,20.0,44.0,160 | 152,462 | 463 | 900,462
14,353,354,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,929077.0,INR,0.0,,0.0,,19.0,KGS,SARS-COV-2 AG EXTRACTIONBUFFER (NONUS)(DIAGNOSTIC KITS) (50EA)IGST PAID UNDER PROTEST VIDE FILE NO.S,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,354,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},"diagnostics,clinical,ortho | diagnostics,clinical,ortho","{'clinical_ortho': 20, 'diagnostics': '1ea'} | {'clinical_ortho': 20, 'diagnostics': '1ea'}",4.0,21.0,21.0,160 | 152,742 | 743,742 | 743
15,354,355,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,80500.0,INR,0.0,,0.0,,7.05,KGS,ANTI-SARS-COV-2 TOTALCALIBRATOR (NONUS)(DIAGNOSTIC KITS) (50EA)IGST PAID UNDER PROTEST VIDE FILE NO.,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,355,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,anti,{'anti': 20},"diagnostics,clinical,ortho | diagnostics,clinical,ortho","{'clinical_ortho': 20, 'diagnostics': '1ea'} | {'clinical_ortho': 20, 'diagnostics': '1ea'}",10.0,21.0,21.0,777,742 | 743,742 | 743
16,394,395,2021-04-30 03:00:00,38220019,Other,SHIVA SCIENTIFIC COMPANY,"Flat No.140, Sfs Flat Sector-3, Pocket 1/2, Dwarka",IN - New Delhi,.,.,shivascie@gmail.com,.,BAG DIAGNOSTICS GMBH,,Germany,0.0,7675.0,EUR,0.0,,0.0,,65.0,NOS,VIROQ SARS-COV-2(LOT NO.010VM2) 96 TESTS (TESTTING KIT FOR COVID-19),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,395,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,96,{'96': '1ea'},"bag,diagnostics",{'bag_diagnostics': 20},1.0,2.857142857142857,6.214285714285714,1314,1282,1282
17,402,403,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,"ORTHO CLINICAL DIAGNOSTICS, INC. ",,United States,0.0,128800.0,INR,0.0,,0.0,,43.43,KGS,ANTI-SARS-COV-2 IGG CALIBRATOR (NONUS)(DIAGNOSTIC KIT)(80 EA)IGST PAID UNDER PROTEST VIDE FILE NO.S/,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,403,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,"igg,anti","{'anti': 20, 'igg': 4}","diagnostics,clinical,ortho | diagnostics,clinical,ortho","{'clinical_ortho': 20, 'diagnostics': '1ea'} | {'clinical_ortho': 20, 'diagnostics': '1ea'}",12.0,21.0,21.0,895,742 | 743,742 | 743
18,415,416,2021-04-30 03:00:00,38220019,Other,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unit No. 403, 4Th Floor, Leela, Business Park, Andheri Kurla Rd., 400059","IN - Andheri-East, Mumbai, Maharashtra",09821093859,.,sganus2its@jnj.com,www.orthoclinical.com,ORTHO-CLINICAL DIAGNOSTICS FRANCE,,United Kingdom,0.0,3998400.0,INR,0.0,,0.0,,84.64,KGS,ANTI-SARS-COV-2 IGG RGNT PACK (NONUS)L.4 (57) (CLIA DIAGNOSTICS KITS)(600 EA),0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,416,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,"igg,anti","{'anti': 20, 'igg': 4}","diagnostics,clinical,ortho | diagnostics,clinical,ortho","{'clinical_ortho': 20, 'diagnostics': '1ea'} | {'clinical_ortho': 20, 'diagnostics': '1ea'}",12.0,21.0,42.333333333333336,895,742 | 743,743
19,453,454,2021-04-30 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,474.0,EUR,0.0,,0.0,,6.0,NOS,EP-Y0001387_CANDESARTAN CILEXETIL FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD,0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,454,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
20,460,461,2021-04-30 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,461,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
21,463,464,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,62500.0,USD,0.0,,0.0,,250000.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1020695,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,464,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},4.0,20.0,44.0,160 | 152,462 | 463 | 900,462
22,481,482,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,506.0,USD,0.0,,0.0,,2025.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1020695,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,482,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},4.0,20.0,44.0,160 | 152,462 | 463 | 900,462
23,531,532,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,469.0,USD,0.0,,0.0,,468.81,MGS,"BUFFER, NCK013-PC (DIAGNOSTICS REAGENT FOR MANUFACTURING COVID 19 TEST KIT) ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,532,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,reagent,{'reagent': 4},"international,limited","{'international,limited': '1ea'}",2.0,0.6666666666666666,2.0,1399,344,1399
24,532,533,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,208.0,USD,0.0,,0.0,,2083.6,MGS,"BUFFER, NCK013-B (DIAGNOSTICS REAGENT FOR MANUFACTURING COVID 19 TEST KIT) ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,533,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,reagent,{'reagent': 4},"international,limited","{'international,limited': '1ea'}",2.0,0.6666666666666666,2.0,1399,344,1399
25,559,560,2021-04-30 03:00:00,38220019,Other,ANGSTROM BIOTECH PVT LTD.,"870/5/B. Gidc Makarpura, Vadodara, 390010",IN - India,.,.,angstromreeja@rediffmail.com,.,FAPON INTERNATIONAL LIMITED,,Hong Kong,0.0,52.0,USD,0.0,,0.0,,520.9,MGS,"SOLUTION, NCK013-P (DIAGNOSTICS REAGENT FOR MFG. COVID 19 TEST KIT) ",0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,560,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,reagent,{'reagent': 4},"international,limited","{'international,limited': '1ea'}",2.0,0.6666666666666666,2.0,1399,344,1399
26,589,590,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,106250.0,USD,0.0,,0.0,,425000.0,NOS,DIAGNOSTIC BUFFER SOLUTIONS (COMPONENT OF COVID-19 AG) LOT NO. STEB1021015,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,590,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},4.0,20.0,44.0,160 | 152,462 | 463 | 900,462
27,592,593,2021-04-30 03:00:00,38220019,Other,ABBOTT HEALTH CARE PRIVATE LIMITED,"Unit Nos.3&4, Corporate Park, Sion-Trombay Road, Chembur, 400071",IN - Mumbai. Maharashtra,5978888,5978846,niranjani.shetty@abbott.com,www.abbott.co.in,ABBOTT DIAGNOSTICS GMBH,,Ireland,0.0,236.0,USD,0.0,,0.0,,0.36,KGS,6R8602 ARC SARS-COVID-2 CAL OUS DIAGNOSTIC REAGENT 10 NOS,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,593,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,reagent,{'reagent': 4},"abbott,diagnostics | abbott,diagnostics | abbott,diagnostics | abbott,diagnostics | abbott,diagnostics | abbott,diagnostics | abbott,diagnostics","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",2.0,10.5,21.5,1399,70 | 72 | 73 | 74 | 330 | 951 | 430,70
28,746,747,2021-04-30 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,747,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
29,777,778,2021-04-30 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,BIONOTE INC.,,South Korea,0.0,612.0,USD,0.0,,0.0,,2450.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 AG) LOT NO. STEB1020624,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,778,Trade Atlas - 01-03-2022 - File ID 0004617684.xlsx,ag | ag,{'ag': 4} | {'ag': 4},bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},4.0,20.0,44.0,160 | 152,462 | 463 | 900,462
