no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
307,2021-02-11 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,135480000.0,IDR,12.45,Kg.,945.5,Kg.,300.0,PCE,9289291190 ANTI-SARS-COV-2 S CS ELECSYS,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX AIRLINE,,0,,,Germany,,,,,,,,11,Indonesia 2021-version-13.csv
365,2021-02-11 03:00:00,38220090,Lain-lain,PT. SINERGI INDOMITRA PRATAMA,JL. TEBET TIMUR DALEM 69B RT.01/06 TEBET JAKARTA SELATAN,ID - Indonesia,.,.,.,.,"SHANGHAI ZJ BIO-TECH CO.,LTD.","26 BLDG NO.588 XINJUNHUAN ROAD, SHANGHAI 201114",China,0.0,665713.0,USD,84.0,Kg.,430.0,Kg.,2803.0,PCE,"NOVEL CORONAVIRUS (2019-NCOV) REAL TIME MULTIPLEX RT-PCR KIT KD: BAIK,BARU",10,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CATHAY PACIFIC,,0,,,China,,,,,,,,12,Indonesia 2021-version-13.csv
383,2021-02-11 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,ITC CEMPAKA MAS GROSIR LT.4 BLOK K NO.898 JL. LETJEN SUPRAPTO,ID - Indonesia,.,.,.,.,"XIAMEN JIQING BIOMEDICAL TECHNOLOGY CO.,","LTD. ADDRESS : UNIT 03, LEVEL 3, BUILDING 2,",China,0.0,4968.0,USD,93.0,Kg.,93.0,Kg.,4320.0,PCE,NOVEL CORONAVIRUS COVID-19 ANTIGEN TEST KIT (COLLOIDAL GOLD METHOD),9,PK,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK,,0,,,China,,,,,,,,13,Indonesia 2021-version-13.csv
408,2021-02-11 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,6491200000.0,IDR,596.65,Kg.,945.5,Kg.,500.0,PCE,9289267190 ANTI-SARS-COV-2 S ELECSYS COBAS E 200,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX AIRLINE,,0,,,Germany,,,,,,,,14,Indonesia 2021-version-13.csv
495,2021-02-10 03:00:00,38220090,Lain-lain,PT. GENBODY INDONESIA SEJAHTERA,"RUKO SEGITIGA MAS KAV. H-6, JL. A. YANI NO.221-223, BANDUNG, JAWA BARA",ID - Indonesia,.,.,.,.,OPTOLANE TECHNOLOGIES INC,"6F, 20, PANGYOYEOK-RO 24 1BEON-GIL, BUNDANG-GU, SE",South Korea,0.0,672.74,USD,40.0,Kg.,40.0,Kg.,5.0,KT,DR. PCR DIS20K SARS-COV-2 DETECTION KIT,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,15,Indonesia 2021-version-13.csv
503,2021-02-10 03:00:00,38220090,Lain-lain,PT. SETIA ANUGRAH MEDIKA,JALAN MITRA SUNTER BOULEVARD B/39  YOS SUDARSOKAV 89 KEL SUNTER,ID - Indonesia,.,.,.,.,"SHENZEN YHLO BIOTECH CO., LTD",BUILDING 1 YHLO BIOPAK BAOLONG 2ND ROAD BAOLONG,China,0.0,87556.1,USD,1075.0,Kg.,1075.0,Kg.,50000.0,NIU,GLINE-2019-NCOV AG,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,16,Indonesia 2021-version-13.csv
512,2021-02-10 03:00:00,38220020,"Kertas karton, gumpalan selulosa dan jaringan dari serat selulosa diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. TRIMITRA WISESA ABADI,KOMPLEK PERTOKOAN LINDETEVES TRADE CENTER LT.2 BLOK C 43 NO.27-28 JL.,ID - Indonesia,.,.,.,.,"KIN & COMPANY CO., LTD","4F MIJOO PLAZA, SUNGNAM-DAERO 343 BEONGIL 12-8,",South Korea,0.0,102860.0,USD,33.0,Kg.,33.0,Kg.,10000.0,PCE,LILIF COVID-19 MULTI REAL-TIME RT-PCR (INCLUDING DRY ICE) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,United States,,,,,,,,17,Indonesia 2021-version-13.csv
527,2021-02-10 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,44235000.0,IDR,1.07,Kg.,101.0,Kg.,18.0,PCE,09175440190     KIT COBAS 6800 / 8800 SARS-COV-2 RMC,0,PK,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,EVA AIRLINE,,0,,,United States,,,,,,,,18,Indonesia 2021-version-13.csv
532,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,159540.0,USD,1615.76,Kg.,5359.0,Kg.,391.0,PCE,SARS-COV-2 NUCLEIC ACID DETECTION KIT (MULTIPLEX PCR,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,19,Indonesia 2021-version-13.csv
537,2021-02-10 03:00:00,38220090,Lain-lain,PT. LANIROS DIAN PHARMA,"GEDUNG SATRIO TOWER LT.22, JL. PROF.DR.SATRIO KAV. C4, KEL.KEC.KOTA AD",ID - Indonesia,.,.,.,.,"ACRO BIOTECH, INC","9500 7TH ST, UNIT M, RANCHO CUCAMONGA, CA 91730",United States,0.0,208619.0,USD,1418.75,Kg.,1563.0,Kg.,100000.0,PCE,"JUSCHEK COVID-19 ANTIGEN RAPID TEST,20T/KIT (NASOPHARYNGEAL SWAB)",0,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,JAPAN AIRLINES,,0,,,United States,,,,,,,,20,Indonesia 2021-version-13.csv
549,2021-02-10 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BIOTEK INTI KORPORINDO,"JL. GAJAH MADA NO. 3-5, KOMPLEK DUTA MERLIN BLOK D11-13, JAKARTA PUSAT",ID - Indonesia,.,.,.,.,RAPIGEN INC.,"3~F4,16 LS-RO,91 BEON-GIL,DONGAN-GU,ANYANG-SI,GYEO",South Korea,0.0,53260.2,USD,234.0,Kg.,261.0,Kg.,16000.0,PCE,BIOCREDIT COVID-19 AG -,20,CT,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,,0,,,North Korea,,,,,,,,21,Indonesia 2021-version-13.csv
553,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,53128.9,USD,538.07,Kg.,5359.0,Kg.,500.0,PCE,SARS-COV-2 IGG (ELECTROCHEMILUMINESCENCE,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,22,Indonesia 2021-version-13.csv
571,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,46222.2,USD,468.12,Kg.,5359.0,Kg.,500.0,PCE,SARS-COV-2 IGM (ELECTROCHEMILUMINESCENCE,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,23,Indonesia 2021-version-13.csv
582,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,170013.0,USD,1721.82,Kg.,5359.0,Kg.,4000.0,PCE,SARS-COV-2 ANTIGEN (GICA),0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,24,Indonesia 2021-version-13.csv
631,2021-02-10 03:00:00,38220090,Lain-lain,PT. ARNA CAHAYA MEDIKA,"GEDUNG PLAZA SIMATUPANG LANTAI 6 JL. TB SIMATUPANG RAYA NO. 47, KEL. P",ID - Indonesia,.,.,.,.,BIOACUMEN GLOBAL PTE.LTD,"158 KALLANG WAY #01-08, 349245, SINGAPORE",Singapore,0.0,34238.8,USD,26.97,Kg.,35.0,Kg.,10.0,PCE,"PCR REAGENT, SARS-COV-2 GO-STRIPS (1 SET IS 96 TESTS) BAIK/BARU",0,PK,,,,,SOEKARNO-HATTA (U),SINGAPORE,SINGAPORE AIRLINE,,0,,,Singapore,,,,,,,,25,Indonesia 2021-version-13.csv
632,2021-02-10 03:00:00,38220090,Lain-lain,PT. GENBODY INDONESIA SEJAHTERA,"RUKO SEGITIGA MAS KAV. H-6, JL. A. YANI NO.221-223, BANDUNG, JAWA BARA",ID - Indonesia,.,.,.,.,OPTOLANE TECHNOLOGIES INC,"6F, 20, PANGYOYEOK-RO 24 1BEON-GIL, BUNDANG-GU, SE",South Korea,0.0,5407.91,USD,12.01,Kg.,14.0,Kg.,5.0,BX,DR. PCR DIS20K SARS-COV-2 DETCTION KIT,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,26,Indonesia 2021-version-13.csv
641,2021-02-10 03:00:00,38220090,Lain-lain,PT. UBC MEDICAL INDONESIA,"JL. RAWA GELAM V BLOK L KAV. 11-13, KAWASAN INDUSTRI PULOGADUNG, CAKUN",ID - Indonesia,.,.,.,.,WUXI BIOHERMES BIO & MEDICAL TECHNOLOGY,"CO.,LTD ADD: NO.88 MASHAN MEILIANG ROAD, BINHU DIS",China,0.0,21486.0,USD,125.6,Kg.,149.0,Kg.,400.0,NMP,"SARS-COV-2 ANTIGEN TEST (LATERAL FLOW METHOD) (25PCS ,X 1 VIAL) / KIT",25,PK,,,,,SOEKARNO-HATTA (U),CAPITAL INTERNATIONAL APT/BEIJING,GARUDA INDONESIA,,0,,,China,,,,,,,,27,Indonesia 2021-version-13.csv
646,2021-02-10 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT MIGNON SISTA INTERNATIONAL,"JL RAYA GBHN NO. 120, KEL. BOJONG NANGKA, KEC. GUNUNG PUTRI, KAB. BOGO",ID - Indonesia,.,.,.,.,"HANGZHOU CLONGENE BIOTECH CO.,LTD.","NO.1 YICHUANG ROAD, YUHANG SUB-DISTRICT, YUHANG DI",China,0.0,21490.7,USD,146.0,Kg.,163.0,Kg.,10000.0,PCE,"COVID-19 ANTIGEN RAPID TEST CASSETTE EACH CASSETTE INCLUDES: TEST CASSETTE, EXTRACTION REAGENT,",10,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,MU,,0,,,China,,,,,,,,28,Indonesia 2021-version-13.csv
663,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,3400.25,USD,34.44,Kg.,5359.0,Kg.,80.0,PCE,SARS-COV-2 ANTIGEN (GICA),0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,29,Indonesia 2021-version-13.csv
665,2021-02-10 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,4112820000.0,IDR,99.93,Kg.,101.0,Kg.,110.0,PCE,09175431190     KIT COBAS 6800 / 8800 SARS-COV-2 192T,0,PK,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,EVA AIRLINE,,0,,,United States,,,,,,,,30,Indonesia 2021-version-13.csv
731,2021-02-09 03:00:00,38220090,Lain-lain,PT. MAKMUR BERKAH SEHAT,"KOMPLEK PERGUDANGAN & INDUSTRI SAFE N LOCK,A NO.1278 RT. RW. KEL.RANGK",ID - Indonesia,.,.,.,.,RICH TECH ETRADE LIMITED,"FLAT/RM 05B BLK B 3/FHONG KONG,INDUSTRIAL CENTRE489-491 CASTLE,HONG KO",Hong Kong,0.0,5380.98,USD,101.0,Kg.,101.9,Kg.,5120.0,PCE,2019-NCOV ANTIGEN RAPID TEST CASSETTE,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,RAYA AIRWAYS,,0,,,China,,,,,,,,31,Indonesia 2021-version-13.csv
754,2021-02-09 03:00:00,38220090,Lain-lain,PT. INTERSKALA MEDIKA INDONESIA,"GREEN SEDAYU BIZ PARK BLOK DM 9/62, JALAN DAAN MOGOT KM.18, KEL. KALID",ID - Indonesia,.,.,.,.,XI'AN TIANLONG SCIENCE AND TECHNOLOGY CO,"NO.389 ZHUHONG ROAD,XI'AN,SHAANXI PROVINCE,710018",China,0.0,646714.0,USD,1885.71,Kg.,2904.0,Kg.,128000.0,PCE,TIANLONG P732-2019-NCOV ORF1AB/N DNA POLYMERASE CHAIN REACTION (PCR) FLUORESCENCE DIAGNOSTIC,0,CT,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK291,,0,,,China,,,,,,,,32,Indonesia 2021-version-13.csv
794,2021-02-09 03:00:00,38220090,Lain-lain,PT. MEDQUEST JAYA GLOBAL,MENARA SALEMBA LT.6 ZONA 1 JL. SALEMBA RAYA NO 5-5A JAKARTA PUSAT 1044,ID - Indonesia,.,.,.,.,CEPHEID HBDC SAS,VIRA SOLELH 81470 MAURENS-SCOPONT FRANCE,France,0.0,253850.0,USD,778.0,Kg.,778.0,Kg.,1250.0,KT,"XPRSARS-COV2-10 KIT, XPRESS, SARS-COV-2, 10 TEST",0,CT,,,,,SOEKARNO-HATTA (U),ARLANDA APT/STOCKHOLM,QATAR AIRWAYS,,0,,,Sweden,,,,,,,,33,Indonesia 2021-version-13.csv
807,2021-02-09 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. MEGASETIA AGUNG KIMIA,JL.  PARADISE TIMUR RAYA G1/7-10 RT 014/013 SUNTER AGUNG TANJUNG PRIOK,ID - Indonesia,.,.,.,.,BTNX INC.,570 HOOD RD. UNIT 4 & 23 MARKHAM ON L3R 4G7 CANADA,Canada,0.0,29142.7,USD,152.44,Kg.,167.0,Kg.,10000.0,PCE,RAPID RESPONSE COVID-19 ANTIGEN TEST CASSETTE BAIK/BARU,400,BX,,,,,SOEKARNO-HATTA (U),MANCHESTER,TK,,0,,,Canada,,,,,,,,34,Indonesia 2021-version-13.csv
856,2021-02-09 03:00:00,38220090,Lain-lain,PT. SINERGI INDOMITRA PRATAMA,JL. TEBET TIMUR DALEM 69B RT.01/06 TEBET JAKARTA SELATAN,ID - Indonesia,.,.,.,.,"SHANGHAI ZJ BIO-TECH CO.,LTD.","26 BLDG NO.588 XINJUNHUAN ROAD, SHANGHAI 201114",China,0.0,266000.0,USD,43.0,Kg.,172.0,Kg.,1120.0,PCE,"NOVEL CORONAVIRUS (2019-NCOV) REAL TIME MULTIPLEX RT-PCR KIT KD: BAIK,BARU",4,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CATHAY PACIFIC,,0,,,China,,,,,,,,35,Indonesia 2021-version-13.csv
861,2021-02-09 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,807.87,USD,0.57,Kg.,15.0,Kg.,15.0,EA,6R8702 ARC SARS-COVID-2 CAL OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,36,Indonesia 2021-version-13.csv
871,2021-02-09 03:00:00,38220090,Lain-lain,PT. XAX LINTAS NUSANTARA,GEDUNG EIGHTYEIGHT @KASABLANKA OFFICE TOWER LT.10 UNIT E JL.CASABLANCA,ID - Indonesia,.,.,.,.,ZYBIO INC,"FLOOR 1 TO FLOOR 4,BUILDING 30,NO.6 OF TALKANG CN",China,0.0,512000.0,USD,1062.44,Kg.,1907.0,Kg.,40000.0,PCE,SARS-COV-2 NUCLEIC ACID DETECTION KIT (PCR-FLUORESCENT PROBE METHOD ) BAIK BARU,0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,GARUDAINDONESIA,,0,,,China,,,,,,,,37,Indonesia 2021-version-13.csv
922,2021-02-09 03:00:00,38220090,Lain-lain,PT. MULTI SARANA MEDIKA,"KOMP GADING BUKIT INDAH BLOK B NO. 1, JL BUKIT GADING RAYA KLP GADING",ID - Indonesia,.,.,.,.,"ADVANCED MEDICAL UNION (WUHAN) CO., LTD","BUILDING 9,818 GAOXIN AVENUE,WUHAN,P.R.CHINA",China,0.0,132627.0,USD,969.0,Kg.,1152.0,Kg.,70000.0,SET,SARS-COV-2 ANTIGEN RAPID TEST INCL SWAB KWT BAIK - BARU,103,PK,,,,,SOEKARNO-HATTA (U),XIAMEN,CHINA AIRLINES,,0,,,China,,,,,,,,38,Indonesia 2021-version-13.csv
